,REF_AREA,TIME_PERIOD,INDICATOR,AGE,SEX,OBS_VALUE
153,BHR,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,4
154,BHR,2000,MNCH_UHC,_T,_T,64
155,BHR,2000,MNCH_UHC_RMNCH,_T,_T,78
156,BHR,2000,MNCH_INSTDEL,_T,_T,97.7
157,BHR,2000,MNCH_SAB,Y15T49,F,97.7
158,BHS,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,4
159,BHS,2000,MNCH_UHC,_T,_T,50
160,BHS,2000,MNCH_MMR,Y15T49,F,75
161,BHS,2000,MNCH_UHC_RMNCH,_T,_T,84
162,BHS,2000,MNCH_SAB,Y15T49,F,99
163,BIH,2000,MNCH_DIARCARE,Y0T4,_T,0.4
164,BIH,2000,MNCH_DIARCARE,Y0T4,M,0.8
165,BIH,2000,MNCH_ORS,Y0T4,F,10.5
166,BIH,2000,MNCH_ORS,Y0T4,_T,13.2
167,BIH,2000,MNCH_ORS,Y0T4,M,15.5
168,BIH,2000,MNCH_MMR,Y15T49,F,17
169,BIH,2000,MNCH_ORTCF,Y0T4,_T,23
170,BIH,2000,MNCH_UHC,_T,_T,43
171,BIH,2000,MNCH_UHC_RMNCH,_T,_T,58
172,BIH,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,7
173,BIH,2000,MNCH_PNEUCARE,Y0T4,_T,80
174,BIH,2000,MNCH_SAB,Y15T49,F,98.9
175,BIH,2000,MNCH_ANC1,Y15T49,F,99.2
176,BLR,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,19
177,BLR,2000,MNCH_MMR,Y15T49,F,22
178,BLR,2000,MNCH_UHC,_T,_T,50
179,BLR,2000,MNCH_UHC_RMNCH,_T,_T,87
180,BLR,2000,MNCH_SAB,Y15T49,F,99.9
181,BLZ,2000,MNCH_UHC,_T,_T,46
182,BLZ,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,7
183,BLZ,2000,MNCH_INSTDEL,_T,_T,76.8
184,BLZ,2000,MNCH_UHC_RMNCH,_T,_T,77
185,BLZ,2000,MNCH_MMR,Y15T49,F,89
186,BLZ,2000,MNCH_SAB,Y15T49,F,90.2
187,BOL,2000,MNCH_ORS,Y0T4,M,23.7
188,BOL,2000,MNCH_ORS,Y0T4,_T,24.6
189,BOL,2000,MNCH_ORS,Y0T4,F,25.8
190,BOL,2000,MNCH_MMR,Y15T49,F,331
191,BOL,2000,MNCH_UHC,_T,_T,43
192,BOL,2000,MNCH_PNEUCARE,Y0T4,_T,44
193,BOL,2000,MNCH_PNEUCARE,Y0T4,F,53
194,BOL,2000,MNCH_UHC_RMNCH,_T,_T,53
195,BOL,2000,MNCH_PNEUCARE,Y0T4,M,54
196,BOL,2000,MNCH_PNEUCARE,Y0T4,_T,54
197,BOL,2000,MNCH_ORTCF,Y0T4,F,58
198,BOL,2000,MNCH_ORTCF,Y0T4,_T,59
199,BOL,2000,MNCH_ORTCF,Y0T4,M,60
200,BOL,2000,MNCH_SAB,Y15T49,F,67.3
201,BOL,2000,MNCH_DIARCARE,Y0T4,F,8.9
202,BOL,2000,MNCH_ANC1,Y15T49,F,82.6
203,BOL,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,850
204,BOL,2000,MNCH_DIARCARE,Y0T4,_T,9.4
205,BOL,2000,MNCH_DIARCARE,Y0T4,M,9.8
206,BRA,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,2400
207,BRA,2000,MNCH_CSEC,_T,_T,38
208,BRA,2000,MNCH_UHC,_T,_T,68
209,BRA,2000,MNCH_MMR,Y15T49,F,69
210,BRA,2000,MNCH_UHC_RMNCH,_T,_T,75
211,BRA,2000,MNCH_ANC4,Y15T49,F,79.6
212,BRA,2000,MNCH_INSTDEL,_T,_T,98.6
213,BRA,2000,MNCH_SAB,Y15T49,F,98.6
214,BRB,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,2
215,BRB,2000,MNCH_UHC,_T,_T,41
216,BRB,2000,MNCH_MMR,Y15T49,F,50
217,BRB,2000,MNCH_UHC_RMNCH,_T,_T,83
218,BRB,2000,MNCH_SAB,Y15T49,F,98
219,BRN,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,2
220,BRN,2000,MNCH_MMR,Y15T49,F,28
221,BRN,2000,MNCH_UHC,_T,_T,55
222,BRN,2000,MNCH_UHC_RMNCH,_T,_T,87
223,BRN,2000,MNCH_SAB,Y15T49,F,99.2
224,BTN,2000,MNCH_SAB,Y15T49,F,27.3
225,BTN,2000,MNCH_UHC,_T,_T,40
226,BTN,2000,MNCH_MMR,Y15T49,F,423
227,BTN,2000,MNCH_ANC1,Y15T49,F,51
228,BTN,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,68
229,BTN,2000,MNCH_UHC_RMNCH,_T,_T,72
230,BWA,2000,MNCH_PNEUCARE,Y0T4,F,13
231,BWA,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,130
232,BWA,2000,MNCH_PNEUCARE,Y0T4,_T,14
233,BWA,2000,MNCH_PNEUCARE,Y0T4,M,16
234,BWA,2000,MNCH_MMR,Y15T49,F,262
235,BWA,2000,MNCH_UHC,_T,_T,32
236,BWA,2000,MNCH_ORS,Y0T4,F,48.4
237,BWA,2000,MNCH_ORS,Y0T4,_T,48.9
238,BWA,2000,MNCH_ORS,Y0T4,M,49.5
239,BWA,2000,MNCH_UHC_RMNCH,_T,_T,52
240,BWA,2000,MNCH_ORTCF,Y0T4,_T,7
241,BWA,2000,MNCH_ANC1,Y15T49,F,96.8
242,BWA,2000,MNCH_SAB,Y15T49,F,98.5
243,CAF,2000,MNCH_ITN,Y0T4,M,1
244,CAF,2000,MNCH_MMR,Y15T49,F,1280
245,CAF,2000,MNCH_UHC,_T,_T,15
246,CAF,2000,MNCH_ORS,Y0T4,F,15.8
247,CAF,2000,MNCH_ORS,Y0T4,_T,17.2
248,CAF,2000,MNCH_ORS,Y0T4,M,18.7
249,CAF,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,1900
250,CAF,2000,MNCH_ITN,Y0T4,F,2
251,CAF,2000,MNCH_ITN,Y0T4,_T,2
252,CAF,2000,MNCH_UHC_RMNCH,_T,_T,31
253,CAF,2000,MNCH_SAB,Y15T49,F,31.7
254,CAF,2000,MNCH_PNEUCARE,Y0T4,F,32
255,CAF,2000,MNCH_PNEUCARE,Y0T4,M,32
256,CAF,2000,MNCH_PNEUCARE,Y0T4,_T,32
257,CAF,2000,MNCH_ORTCF,Y0T4,F,46
258,CAF,2000,MNCH_ORTCF,Y0T4,M,47
259,CAF,2000,MNCH_ORTCF,Y0T4,_T,47
260,CAF,2000,MNCH_DIARCARE,Y0T4,F,5
261,CAF,2000,MNCH_DIARCARE,Y0T4,_T,5.3
262,CAF,2000,MNCH_DIARCARE,Y0T4,M,5.7
263,CAF,2000,MNCH_ANC1,Y15T49,F,62
264,CAN,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,31
265,CAN,2000,MNCH_UHC,_T,_T,76
266,CAN,2000,MNCH_MMR,Y15T49,F,9
267,CAN,2000,MNCH_UHC_RMNCH,_T,_T,91
268,CAN,2000,MNCH_INSTDEL,_T,_T,99.3
269,CAN,2000,MNCH_SAB,Y15T49,F,99.3
270,CHE,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,5
271,CHE,2000,MNCH_MMR,Y15T49,F,7
272,CHE,2000,MNCH_UHC,_T,_T,77
273,CHE,2000,MNCH_UHC_RMNCH,_T,_T,91
274,CHL,2000,MNCH_MMR,Y15T49,F,31
275,CHL,2000,MNCH_UHC,_T,_T,63
276,CHL,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,79
277,CHL,2000,MNCH_UHC_RMNCH,_T,_T,85
278,CHL,2000,MNCH_INSTDEL,_T,_T,99
279,CHL,2000,MNCH_SAB,Y15T49,F,99.8
280,CHN,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,10000
281,CHN,2000,MNCH_UHC,_T,_T,50
282,CHN,2000,MNCH_MMR,Y15T49,F,59
283,CHN,2000,MNCH_INSTDEL,_T,_T,72.9
284,CHN,2000,MNCH_UHC_RMNCH,_T,_T,78
285,CHN,2000,MNCH_ANC1,Y15T49,F,89.4
286,CHN,2000,MNCH_SAB,Y15T49,F,96.6
287,CIV,2000,MNCH_ITN,Y0T4,F,1
288,CIV,2000,MNCH_ITN,Y0T4,M,1
289,CIV,2000,MNCH_ITN,Y0T4,_T,1
290,CIV,2000,MNCH_ORS,Y0T4,M,15.8
291,CIV,2000,MNCH_ORS,Y0T4,_T,16.1
292,CIV,2000,MNCH_ORS,Y0T4,F,16.4
293,CIV,2000,MNCH_UHC,_T,_T,19
294,CIV,2000,MNCH_DIARCARE,Y0T4,M,2.6
295,CIV,2000,MNCH_DIARCARE,Y0T4,_T,3.3
296,CIV,2000,MNCH_ORTCF,Y0T4,F,33
297,CIV,2000,MNCH_ORTCF,Y0T4,_T,34
298,CIV,2000,MNCH_ORTCF,Y0T4,M,35
299,CIV,2000,MNCH_PNEUCARE,Y0T4,M,37
300,CIV,2000,MNCH_PNEUCARE,Y0T4,F,38
301,CIV,2000,MNCH_PNEUCARE,Y0T4,_T,38
302,CIV,2000,MNCH_UHC_RMNCH,_T,_T,38
303,CIV,2000,MNCH_DIARCARE,Y0T4,F,4.1
304,CIV,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,4700
305,CIV,2000,MNCH_SAB,Y15T49,F,62.8
306,CIV,2000,MNCH_MMR,Y15T49,F,704
307,CIV,2000,MNCH_ANC1,Y15T49,F,87.6
308,CMR,2000,MNCH_ITN,Y0T4,F,1
309,CMR,2000,MNCH_ITN,Y0T4,M,1
310,CMR,2000,MNCH_ITN,Y0T4,_T,1
311,CMR,2000,MNCH_ORS,Y0T4,M,13.4
312,CMR,2000,MNCH_ORS,Y0T4,_T,14.1
313,CMR,2000,MNCH_ORS,Y0T4,F,14.9
314,CMR,2000,MNCH_UHC,_T,_T,20
315,CMR,2000,MNCH_PNEUCARE,Y0T4,F,22
316,CMR,2000,MNCH_PNEUCARE,Y0T4,_T,25
317,CMR,2000,MNCH_PNEUCARE,Y0T4,M,27
318,CMR,2000,MNCH_DIARCARE,Y0T4,F,3
319,CMR,2000,MNCH_ORTCF,Y0T4,F,30
320,CMR,2000,MNCH_ORTCF,Y0T4,_T,32
321,CMR,2000,MNCH_ORTCF,Y0T4,M,35
322,CMR,2000,MNCH_UHC_RMNCH,_T,_T,38
323,CMR,2000,MNCH_DIARCARE,Y0T4,_T,4.3
324,CMR,2000,MNCH_DIARCARE,Y0T4,M,5.4
325,CMR,2000,MNCH_SAB,Y15T49,F,56
326,CMR,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,5700
327,CMR,2000,MNCH_ANC1,Y15T49,F,75.3
328,CMR,2000,MNCH_MMR,Y15T49,F,886
329,COD,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,17000
330,COD,2000,MNCH_UHC,_T,_T,22
331,COD,2000,MNCH_UHC_RMNCH,_T,_T,31
332,COD,2000,MNCH_MMR,Y15T49,F,760
333,COG,2000,MNCH_UHC,_T,_T,21
334,COG,2000,MNCH_UHC_RMNCH,_T,_T,38
335,COG,2000,MNCH_MMR,Y15T49,F,739
336,COG,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,890
337,COK,2000,MNCH_UHC_RMNCH,_T,_T,73
338,COK,2000,MNCH_SAB,Y15T49,F,98
339,COL,2000,MNCH_BIRTH18,Y20T24,F,19
340,COL,2000,MNCH_CSEC,_T,_T,23.6
341,COL,2000,MNCH_DIARCARE,Y0T4,F,27.1
342,COL,2000,MNCH_DIARCARE,Y0T4,_T,28.8
343,COL,2000,MNCH_ITNOWN,_T,_T,3
344,COL,2000,MNCH_DIARCARE,Y0T4,M,30.2
345,COL,2000,MNCH_ORS,Y0T4,F,34.7
346,COL,2000,MNCH_ORS,Y0T4,_T,36.3
347,COL,2000,MNCH_ORS,Y0T4,M,37.7
348,COL,2000,MNCH_ORTCF,Y0T4,F,43
349,COL,2000,MNCH_ORTCF,Y0T4,M,44
350,COL,2000,MNCH_ORTCF,Y0T4,_T,44
351,COL,2000,MNCH_PNEUCARE,Y0T4,_T,51
352,COL,2000,MNCH_UHC,_T,_T,51
353,COL,2000,MNCH_UHC_RMNCH,_T,_T,71
354,COL,2000,MNCH_DEMAND_FP,Y15T49,_T,73.3
355,COL,2000,MNCH_ANC4,Y15T49,F,81
356,COL,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,830
357,COL,2000,MNCH_SAB,Y15T49,F,86.1
358,COL,2000,MNCH_INSTDEL,_T,_T,87.5
359,COL,2000,MNCH_ANC1,Y15T49,F,90.8
360,COL,2000,MNCH_MMR,Y15T49,F,94
361,COM,2000,MNCH_DIARCARE,Y0T4,M,13
362,COM,2000,MNCH_DIARCARE,Y0T4,_T,13.5
363,COM,2000,MNCH_DIARCARE,Y0T4,F,14.2
364,COM,2000,MNCH_ORS,Y0T4,M,17.3
365,COM,2000,MNCH_ORS,Y0T4,_T,18.5
366,COM,2000,MNCH_ORS,Y0T4,F,19.9
367,COM,2000,MNCH_UHC,_T,_T,26
368,COM,2000,MNCH_ORTCF,Y0T4,F,30
369,COM,2000,MNCH_ORTCF,Y0T4,_T,31
370,COM,2000,MNCH_ORTCF,Y0T4,M,32
371,COM,2000,MNCH_MMR,Y15T49,F,444
372,COM,2000,MNCH_UHC_RMNCH,_T,_T,47
373,COM,2000,MNCH_PNEUCARE,Y0T4,M,56
374,COM,2000,MNCH_PNEUCARE,Y0T4,_T,56
375,COM,2000,MNCH_PNEUCARE,Y0T4,F,57
376,COM,2000,MNCH_SAB,Y15T49,F,61.8
377,COM,2000,MNCH_ANC1,Y15T49,F,74.3
378,COM,2000,MNCH_ITN,Y0T4,F,9
379,COM,2000,MNCH_ITN,Y0T4,M,9
380,COM,2000,MNCH_ITN,Y0T4,_T,9
381,COM,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,90
382,CPV,2000,MNCH_MMR,Y15T49,F,118
383,CPV,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,14
384,CPV,2000,MNCH_UHC,_T,_T,35
385,CPV,2000,MNCH_UHC_RMNCH,_T,_T,73
386,CRI,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,30
387,CRI,2000,MNCH_MMR,Y15T49,F,40
388,CRI,2000,MNCH_UHC,_T,_T,65
389,CRI,2000,MNCH_UHC_RMNCH,_T,_T,86
390,CRI,2000,MNCH_SAB,Y15T49,F,96.6
391,CUB,2000,MNCH_ANC1,Y15T49,F,100
392,CUB,2000,MNCH_MMR,Y15T49,F,46
393,CUB,2000,MNCH_UHC,_T,_T,57
394,CUB,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,67
395,CUB,2000,MNCH_UHC_RMNCH,_T,_T,94
396,CUB,2000,MNCH_INSTDEL,_T,_T,99.9
397,CUB,2000,MNCH_SAB,Y15T49,F,99.9
398,CYP,2000,MNCH_MMR,Y15T49,F,14
399,CYP,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,2
400,CYP,2000,MNCH_UHC,_T,_T,53
401,CYP,2000,MNCH_UHC_RMNCH,_T,_T,78
402,CYP,2000,MNCH_INSTDEL,_T,_T,97.9
403,CYP,2000,MNCH_SAB,Y15T49,F,97.9
404,CZE,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,6
405,CZE,2000,MNCH_MMR,Y15T49,F,7
406,CZE,2000,MNCH_UHC,_T,_T,72
407,CZE,2000,MNCH_UHC_RMNCH,_T,_T,89
408,CZE,2000,MNCH_INSTDEL,_T,_T,99.8
409,CZE,2000,MNCH_SAB,Y15T49,F,99.8
410,DEU,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,53
411,DEU,2000,MNCH_MMR,Y15T49,F,7
412,DEU,2000,MNCH_UHC,_T,_T,76
413,DEU,2000,MNCH_UHC_RMNCH,_T,_T,90
414,DEU,2000,MNCH_INSTDEL,_T,_T,98.6
415,DEU,2000,MNCH_SAB,Y15T49,F,98.6
416,DJI,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,110
417,DJI,2000,MNCH_UHC_RMNCH,_T,_T,24
418,DJI,2000,MNCH_UHC,_T,_T,27
419,DJI,2000,MNCH_MMR,Y15T49,F,507
420,DMA,2000,MNCH_SAB,Y15T49,F,100
421,DMA,2000,MNCH_UHC_RMNCH,_T,_T,84
422,DNK,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,5
423,DNK,2000,MNCH_UHC,_T,_T,77
424,DNK,2000,MNCH_MMR,Y15T49,F,8
425,DNK,2000,MNCH_UHC_RMNCH,_T,_T,92
426,DNK,2000,MNCH_SAB,Y15T49,F,98.8
427,DOM,2000,MNCH_DIARCARE,Y0T4,M,12.1
428,DOM,2000,MNCH_DIARCARE,Y0T4,_T,12.9
429,DOM,2000,MNCH_DIARCARE,Y0T4,F,13.9
430,DOM,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,170
431,DOM,2000,MNCH_ORS,Y0T4,F,27.5
432,DOM,2000,MNCH_ORS,Y0T4,_T,28
433,DOM,2000,MNCH_ORS,Y0T4,M,28.4
434,DOM,2000,MNCH_UHC,_T,_T,45
435,DOM,2000,MNCH_ORTCF,Y0T4,M,51
436,DOM,2000,MNCH_ORTCF,Y0T4,_T,53
437,DOM,2000,MNCH_ORTCF,Y0T4,F,55
438,DOM,2000,MNCH_PNEUCARE,Y0T4,_T,68
439,DOM,2000,MNCH_UHC_RMNCH,_T,_T,79
440,DOM,2000,MNCH_MMR,Y15T49,F,80
441,DOM,2000,MNCH_SAB,Y15T49,F,97.6
442,DOM,2000,MNCH_ANC1,Y15T49,F,97.8
443,DZA,2000,MNCH_MMR,Y15T49,F,161
444,DZA,2000,MNCH_UHC,_T,_T,61
445,DZA,2000,MNCH_UHC_RMNCH,_T,_T,69
446,DZA,2000,MNCH_ANC1,Y15T49,F,79
447,DZA,2000,MNCH_INSTDEL,_T,_T,92
448,DZA,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,980
449,ECU,2000,MNCH_MMR,Y15T49,F,122
450,ECU,2000,MNCH_MATERNAL_DEATHS,Y15T49,F,390
451,ECU,2000,MNCH_UHC,_T,_T,56
